well,electrode,n_measurements,bursts_n_nonzero,bursts_fraction_zero,bursts_total,bursts_mean,bursts_median,bursts_std,bursts_min,bursts_max
9,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
9,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
9,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
9,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
9,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
10,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
11,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
12,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
13,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
